g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P00510,FOXC1,601090,3800,ARA; FKHL7; FREAC3; IGDA; IHG1; IRID1,FOXC1-related Axenfeld-Rieger syndrome,602482,MONDO:0011233,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007990; HP:0000007; HP:0007676; HP:0002280; HP:0000639; HP:0000006; HP:0000316; HP:0007905; HP:0001425; HP:0000520; HP:0007700; HP:0001631; HP:0001087; HP:0000501; HP:0000486; HP:0011120; HP:0000272; HP:0001643; HP:0001320; HP:0000668; HP:0000627; HP:0000691; HP:0007957; HP:0000407; HP:0009918,18498376; 9620769; 9792859; 17210863; 11170889; 10713890; 9326342; 19793056; 11007653,DD; Eye,,2015-07-22 16:14:36+00:00
G2P00511,KCNMA1,600150,6284,KCA1.1; MSLO1; SLO,KCNMA1-related generalized epilepsy and paroxysmal dyskinesia,609446,MONDO:0012276,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0010849; HP:0002121; HP:0002069; HP:0007166; HP:0000006,15937479; 31152168; 34224328; 32132200; 33178487; 29330545; 26195193; 28728269; 31427379; 32633875; 33043086; 34499417; 34563042; 34674900; 35095492; 35141357; 35156297; 35730691; 36127141; 36252966,DD,,2025-01-28 23:18:59+00:00
G2P00512,NDUFV1,161015,7716,CI-51K,NDUFV1-related mitochondrial complex I deficiency,618225,,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0008316; HP:0001510; HP:0000618; HP:0003812; HP:0003128; HP:0000007; HP:0000508; HP:0001257; HP:0000543; HP:0000639; HP:0001263; HP:0001399; HP:0008872; HP:0006965; HP:0002093; HP:0002013; HP:0004481; HP:0001272; HP:0001259; HP:0002415; HP:0001251; HP:0001508; HP:0001639; HP:0001250; HP:0001943; HP:0000486; HP:0003546; HP:0002181; HP:0002490; HP:0001265; HP:0002376; HP:0001347; HP:0001254; HP:0003202; HP:0001252; HP:0001427; HP:0001324; HP:0000407; HP:0001423; HP:0003487,,DD,,2025-01-16 14:57:21+00:00
G2P00513,DOLK,610746,23406,DK1; KIAA1094; TMEM15,DOLK-related congenital disorder of glycosylation,610768,MONDO:0012556,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001508; HP:0000535; HP:0002521; HP:0001250; HP:0001985; HP:0000653; HP:0001252; HP:0000007; HP:0008064; HP:0001522; HP:0003160; HP:0005484; HP:0001644,17273964; 22242004,DD,,2015-07-22 16:14:36+00:00
G2P00514,IFT122,606045,13556,CFAP80; FAP80; SPG; WDR10; WDR10P; WDR140,IFT122-related cranioectodermal dysplasia,218330,MONDO:0021093,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0002213; HP:0006297; HP:0000601; HP:0001388; HP:0000007; HP:0000556; HP:0001837; HP:0006563; HP:0000639; HP:0001538; HP:0001831; HP:0004298; HP:0001399; HP:0000218; HP:0000232; HP:0000293; HP:0000268; HP:0001395; HP:0012622; HP:0009880; HP:0000939; HP:0005792; HP:0002240; HP:0008905; HP:0000545; HP:0002217; HP:0000431; HP:0004442; HP:0002901; HP:0000463; HP:0000674; HP:0001647; HP:0002007; HP:0009882; HP:0008070; HP:0000687; HP:0003038; HP:0000286; HP:0001407; HP:0000668; HP:0000954; HP:0000774; HP:0000691; HP:0001816; HP:0001970; HP:0000767; HP:0009466; HP:0001799; HP:0003071; HP:0000773,20493458; 19760620; 17022080,DD; Eye; Skeletal,,2023-05-24 09:07:28+00:00
G2P00515,NKX2-5,600584,2488,CSX; CSX1; NKX2.5; NKX2E; NKX4-1,NKX2-5-related tetralogy of Fallot,187500,,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0004467; HP:0001636; HP:0000520; HP:0000337; HP:0000006; HP:0004209,11714651; 19948535; 20807224,DD,,2015-07-22 16:14:37+00:00
G2P00516,SLC6A5,604159,11051,GLYT-2; GLYT2; NET1,SLC6A5-related hyperekplexia,614618,MONDO:0013827,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002827; HP:0003593; HP:0001250; HP:0002835; HP:0000007; HP:0002267; HP:0001336; HP:0002375; HP:0000023; HP:0001537; HP:0000006; HP:0002359; HP:0002104; HP:0001276,,DD,,2015-07-22 16:14:37+00:00
G2P00517,WDR19,608151,18340,CFAP66; DYF-2; FAP66; FLJ23127; IFT144; KIAA1638; NPHP13; ORF26; OSEG6; PWDMP,WDR19-related cranioectodermal dysplasia,614378,MONDO:0013719,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0000007; HP:0000411; HP:0000556; HP:0000319; HP:0003774; HP:0000973; HP:0009836; HP:0000510; HP:0000293; HP:0006532; HP:0005528; HP:0000112; HP:0010174; HP:0000233; HP:0004322; HP:0004442; HP:0001385; HP:0000540; HP:0009882; HP:0002007; HP:0000774; HP:0001382; HP:0000767; HP:0010554,22019273,DD; Eye; Skin; Skeletal,,2025-01-21 11:34:30+00:00
G2P00518,CEP152,613529,29298,KIAA0912; MCPH9; SCKL5,CEP152-related developmental disorder,613823,MONDO:0013443,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001335; HP:0000007; HP:0100710; HP:0000718,21131973,DD,,2025-01-21 12:45:36+00:00
G2P00519,DSPP,125485,3054,DFNA39; DGI1; DMP3,DSPP-related deafness with dentinogenesis imperfecta,605594,MONDO:0011571,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0005101; HP:0008619; HP:0000006; HP:0000703; HP:0000360,11175790,DD; Ear,,2025-04-08 17:09:30+00:00
G2P00520,CLCN7,602727,2025,CLC-7; CLC7; OPTA2; PPP1R63,CLCN7-related osteopetrosis,611490,MONDO:0012676,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001433; HP:0002757; HP:0001923; HP:0011002; HP:0000007; HP:0001903; HP:0010628,11207362; 11741829; 17033731,DD; Skeletal,,2025-01-21 12:53:56+00:00
G2P00521,OTOGL,614925,26901,C12ORF64; FLJ90579,OTOGL-related moderate sensorineural hearing loss,614944,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001756; HP:0000007,23122586,DD; Ear,,2025-04-09 09:15:01+00:00
G2P00522,PTHLH,168470,9607,HHM; PLP; PTHR; PTHRP,PTHLH-related clubbing with skeletal dysplasia with acroosteolysis,,,monoallelic_autosomal,,definitive,increased gene product level,,undetermined,inferred,,,,DD,,2015-07-22 16:14:37+00:00
G2P00523,MAFB,608968,6408,KRML,MAFB-related multicentric carpotarsal osteolysis syndrome,166300,MONDO:0008152,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0001225; HP:0001473; HP:0000093; HP:0001504; HP:0000006; HP:0000520; HP:0000083; HP:0000347; HP:0001193; HP:0006234; HP:0000112; HP:0000822; HP:0000327; HP:0000938; HP:0002829; HP:0001761; HP:0001785; HP:0001495,22387013,DD; Skeletal,,2023-05-24 09:07:28+00:00
G2P00524,MTRFR,613541,26784,C12orf65,MTRFR-related combined oxidative phosphorylation deficiency,613559,MONDO:0013306,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001638; HP:0003477; HP:0002151; HP:0002590; HP:0001712; HP:0000007; HP:0000508; HP:0003448; HP:0000639; HP:0012758; HP:0001263; HP:0002878; HP:0001258; HP:0002079; HP:0012696; HP:0001762; HP:0003383; HP:0001249; HP:0005684; HP:0000602; HP:0003431; HP:0003469; HP:0001251; HP:0001508; HP:0012747; HP:0001587; HP:0009053; HP:0000823; HP:0000486; HP:0000603; HP:0003676; HP:0001349; HP:0002355; HP:0025356; HP:0003828; HP:0002490; HP:0002169; HP:0002936; HP:0002376; HP:0001260; HP:0001284; HP:0001347; HP:0003202; HP:0003376; HP:0000505; HP:0002460; HP:0010992; HP:0005216; HP:0000648; HP:0012751,20598281; 24424123; 23188110; 24080142; 24198383; 27858754; 26380172; 24284555,DD; Eye,,2017-08-11 14:15:39+00:00
G2P00525,PKHD1,606702,9016,ARPKD; FCYT; FPC; TIGM1,PKHD1-related polycystic kidney disease,263200,MONDO:0033004,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0005564; HP:0001409; HP:0000007; HP:0000107; HP:0001744; HP:0001562; HP:0001944; HP:0002240; HP:0005576; HP:0002009; HP:0000113; HP:0001405; HP:0000083; HP:0003811; HP:0002089; HP:0001407; HP:0000105; HP:0001737; HP:0002040,11919560; 19021639; 12506140,DD,,2015-07-22 16:14:37+00:00
G2P00526,DCX,300121,2714,DBCN; DC; LISX; SCLH; XLIS,DCX-related subcortical band heterotopia,300067,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0001251; HP:0008897; HP:0001260; HP:0008936; HP:0001302; HP:0003593; HP:0003829; HP:0001250; HP:0000054; HP:0001249; HP:0001339; HP:0001274; HP:0001270; HP:0000639; HP:0001522; HP:0001417,9489699; 11468322; 10441340; 9489700; 12552055; 19619967; 23450485; 23583063,DD,,2015-07-22 16:14:37+00:00
G2P00527,FAM111A,615292,24725,FLJ22794; KIAA1895,FAM111A-related Kenny-Caffey syndrome,127000,MONDO:0007478,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0001085; HP:0011001; HP:0000006; HP:0000935; HP:0000256; HP:0007862; HP:0002135; HP:0100253; HP:0000568; HP:0004322; HP:0001250; HP:0002901; HP:0000540; HP:0003510; HP:0000829; HP:0001476; HP:0001518; HP:0001620; HP:0008285; HP:0001903,23684011,DD; Eye; Skeletal,,2023-05-24 09:07:28+00:00
G2P00528,MPI,154550,7216,,MPI-related congenital disorder of glycosylation,602579,MONDO:0011257,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001977; HP:0001508; HP:0003073; HP:0003642; HP:0001252; HP:0000825; HP:0001976; HP:0002243; HP:0001395; HP:0011473; HP:0002013; HP:0000007; HP:0001929; HP:0002240; HP:0001892; HP:0002014; HP:0001399; HP:0001394,9525984; 3080572; 9585601,DD,,2015-07-22 16:14:37+00:00
G2P00529,POC1B,614784,30836,FLJ14923; TUWD12; WDR51B,POC1B-related cone-rod dystrophy,615973,MONDO:0014427,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,25018096; 24945461,DD; Eye,,2015-07-22 16:14:37+00:00
G2P00530,MCCC2,609014,6937,MCCB; MCCCB,MCCC2-related 3-methylcrotonyl-CoA carboxylase deficiency,210210,MONDO:0008862,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003353; HP:0003202; HP:0001252; HP:0000007; HP:0001993; HP:0001596; HP:0003108; HP:0001051; HP:0001992,,DD,,2015-07-22 16:14:37+00:00
G2P00531,CRX,602225,2383,CORD2; CRD; LCA7; OTX3,CRX-related Leber congenital amaurosis,613829,MONDO:0013449,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000551; HP:0001133; HP:0000662; HP:0000618; HP:0007663; HP:0000518; HP:0000533; HP:0001141; HP:0000556; HP:0000613; HP:0007994; HP:0000548; HP:0000006; HP:0000563; HP:0012043; HP:0000550,9390563; 9931337; 9537410; 9427255; 9792858; 12208271; 15531334; 17320181; 25270190,DD; Eye,,2025-01-21 12:58:08+00:00
G2P00532,CRYAA,123580,2388,CRYA1; HSPB4,"CRYAA-related cataract, congenital",604219,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,11006246,DD,,2015-07-22 16:14:37+00:00
G2P00533,GJC2,608803,17494,CX46.6; CX47; GJA12; SPG44,GJC2-related lymphatic malformation,613480,MONDO:0013278,monoallelic_autosomal,,moderate,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0003829; HP:0100658; HP:0001581; HP:0000006,20537300,DD,,2022-04-22 10:11:53+00:00
G2P00534,NRXN2,600566,8009,,NRXN2-related autism,209850,,monoallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0001426; HP:0000732; HP:0003745; HP:0000758; HP:0001250; HP:0003144; HP:0000728; HP:0001249; HP:0000733; HP:0002353; HP:0000717; HP:0000750; HP:0000723; HP:0000721; HP:0011463,,DD,,2025-01-27 12:14:21+00:00
G2P00535,JAGN1,616012,26926,FLJ14602; GL009,JAGN1-related severe congenital neutropenia,616022,MONDO:0014456,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,25129144,DD,,2015-07-22 16:14:38+00:00
G2P00536,PMM2,601785,9115,CDG1; CDG1A; CDGS; PMI; PMI1,PMM2-related congenital disorder of glycosylation,212065,MONDO:0008907,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0004315; HP:0002401; HP:0000007; HP:0003645; HP:0007552; HP:0000924; HP:0003549; HP:0000938; HP:0000639; HP:0001263; HP:0001626; HP:0001574; HP:0008872; HP:0002910; HP:0000821; HP:0001894; HP:0000400; HP:0001271; HP:0001790; HP:0000598; HP:0000219; HP:0000707; HP:0000152; HP:0000510; HP:0000815; HP:0001871; HP:0001698; HP:0001395; HP:0000769; HP:0000119; HP:0002013; HP:0001397; HP:0001371; HP:0003011; HP:0001976; HP:0000818; HP:0002240; HP:0002014; HP:0001939; HP:0001251; HP:0001508; HP:0025031; HP:0005280; HP:0002720; HP:0003642; HP:0000478; HP:0000252; HP:0001250; HP:0000093; HP:0000114; HP:0002715; HP:0001507; HP:0006955; HP:0003186; HP:0000100; HP:0001197; HP:0001929; HP:0000565; HP:0001560; HP:0001265; HP:0003073; HP:0001587; HP:0001252; HP:0001324; HP:0000107; HP:0001638; HP:0002808; HP:0003146; HP:0008151,11916319; 17307006; 9781039; 9887379; 9497260; 10922383; 21937992; 10602363; 19235233; 10527672; 9140401; 10801058,DD; Eye; Skin,,2017-09-01 16:19:16+00:00
G2P00537,SOX10,602229,11190,DOM; SOX-10; WS2E; WS4,"SOX10-related peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, waardenburg syndrome, and hirschsprung disease",609136,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,HP:0007182; HP:0011096; HP:0007108; HP:0000639; HP:0007266; HP:0002227; HP:0001263; HP:0002271; HP:0000006; HP:0001574; HP:0003693; HP:0011382; HP:0000598; HP:0000707; HP:0000152; HP:0001319; HP:0001249; HP:0000119; HP:0003011; HP:0002510; HP:0001251; HP:0025031; HP:0000478; HP:0000458; HP:0002211; HP:0000762; HP:0006978; HP:0002226; HP:0000028; HP:0040064; HP:0001761; HP:0002936; HP:0001265; HP:0001284; HP:0004463; HP:0002313; HP:0001100; HP:0002460; HP:0004336; HP:0001053; HP:0000407,19764030; 11026454; 12447940; 10482261; 10762540,DD; Eye; Skin,,2018-01-20 21:16:39+00:00
G2P00538,UMPS,613891,12563,,UMPS-related orotic aciduria,258900,MONDO:0009797,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001508; HP:0004447; HP:0003526; HP:0005435; HP:0000007; HP:0000790; HP:0003218; HP:0001629; HP:0001631; HP:0003267; HP:0001263; HP:0004826; HP:0003339,9042911,DD,,2015-07-22 16:14:38+00:00
G2P00539,VSX2,142993,1975,CHX10; HOX10; RET1,VSX2-related microphthalmia isolated,610093,MONDO:0012409,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000518; HP:0000589; HP:0000568; HP:0000007,,DD; Eye,,2017-08-31 08:59:00+00:00
G2P00540,PEX19,600279,9713,D1S2223E; HK33; PMP1; PMPI; PXF; PXMP1,PEX19-related peroxisome biogenesis disorder,614886,MONDO:0100270,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000047; HP:0001623; HP:0006887; HP:0002967; HP:0000007; HP:0005989; HP:0000311; HP:0000543; HP:0000639; HP:0001838; HP:0004492; HP:0000316; HP:0000218; HP:0000835; HP:0001762; HP:0004734; HP:0003355; HP:0000512; HP:0007759; HP:0001425; HP:0002750; HP:0000057; HP:0000256; HP:0010864; HP:0002240; HP:0000580; HP:0001591; HP:0010655; HP:0000501; HP:0001508; HP:0002416; HP:0000348; HP:0001250; HP:0003455; HP:0000518; HP:0000582; HP:0002126; HP:0000463; HP:0000347; HP:0002282; HP:0006894; HP:0000126; HP:0001401; HP:0000028; HP:0000272; HP:0002089; HP:0001643; HP:0005469; HP:0001265; HP:0000244; HP:0000286; HP:0001284; HP:0007370; HP:0001840; HP:0006579; HP:0000954; HP:0001252; HP:0001193; HP:0001088; HP:0010808; HP:0000158; HP:0011039; HP:0000407; HP:0001629; HP:0000358,,DD; Eye,,2015-07-22 16:14:39+00:00
G2P00541,SLC4A4,603345,11030,HHNMC; HNBC1; KNBC; KNBC1; NBC1; NBC2; NBCE1; PNBC; SLC4A5,SLC4A4-related proximal renal tubular acidosis with ocular abnormalities,604278,MONDO:0011422,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001510; HP:0000518; HP:0002049; HP:0000007; HP:0001249; HP:0000585; HP:0005546; HP:0004910; HP:0001995; HP:0000501,10545938; 11274232,DD; Eye,,2015-07-22 16:14:39+00:00
G2P00542,FOXE1,602617,3806,FKHL15; FOXE2; HFKH4; TITF2; TTF-2,FOXE1-related Bamforth-Lazarus syndrome,241850,MONDO:0009437,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001561; HP:0000175; HP:0000007; HP:0008191; HP:0000453; HP:0010564,,DD,,2015-07-22 16:14:39+00:00
G2P00543,BLOC1S6,604310,8549,HPS9; PA; PLDN,BLOC1S6-related Hermansky-Pudlak syndrome,614171,MONDO:0013606,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0002719; HP:0005599; HP:0007513; HP:0000505; HP:0000007; HP:0000613; HP:0007894; HP:0000639; HP:0001882; HP:0001010; HP:0001873,21665000; 22461475,DD; Eye,,2024-09-10 13:16:36+00:00
G2P00544,LDB3,605906,15710,CMD1C; KIAA0613; PDLIM6; ZASP,LDB3-related myopathy myofibrillar,609452,MONDO:0012277,monoallelic_autosomal,potential secondary finding,limited,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001638; HP:0003555; HP:0003445; HP:0003236; HP:0000006; HP:0001645; HP:0009073; HP:0004308; HP:0001712; HP:0003715; HP:0003736; HP:0009063; HP:0002600; HP:0001635; HP:0003584; HP:0003458; HP:0001271,,DD,,2022-08-03 13:32:45+00:00
G2P00545,DSG1,125670,3048,CDHF4; DSG,"DSG1-related severe dermatitis, multiple allergies and metabolic wasting",615508,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,23974871,DD; Skin,,2017-09-01 16:19:15+00:00
G2P00546,SPTAN1,182810,11273,,SPTAN1-related neurodevelopmental disorder with epilepsy and spastic paraplegia,613477,,monoallelic_autosomal,restricted mutation set,definitive,absent gene product; altered gene product structure,splice_region_variant; missense_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,dominant negative,inferred,,HP:0002521; HP:0000253; HP:0003593; HP:0001250; HP:0002187; HP:0010864; HP:0001272; HP:0000006; HP:0003828; HP:0002510; HP:0003429; HP:0002079,20493457; 22258530; 29050398; 34590414; 36331550; 22429196; 22656320; 29986434; 30548380; 32811770; 33206935; 33207363; 33578420; 35150594; 35219564; 35620303; 35925050; 36408834,DD,,2023-02-28 15:12:00+00:00
G2P00547,ABCB11,603201,42,ABC16; BSEP; PFIC-2; PFIC2; PGY4; SPGP,ABCB11-related intrahepatic cholestasis,601847,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0004322; HP:0001508; HP:0001406; HP:0001402; HP:0003593; HP:0003819; HP:0003155; HP:0001744; HP:0000007; HP:0000989; HP:0001046; HP:0002240; HP:0002630; HP:0002908; HP:0002014; HP:0001394,9806540; 10579978; 16039748,DD,,2025-01-21 11:59:58+00:00
G2P00548,GNAO1,139311,4389,G-ALPHA-O,GNAO1-related epileptic encephalopathy,615473,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011344; HP:0001250; HP:0002020; HP:0001252; HP:0000271; HP:0100022; HP:0001276; HP:0001263; HP:0000951; HP:0000153,23993195,DD,,2025-01-16 12:24:28+00:00
G2P00549,ALAD,125270,395,ALADH; PBGS,ALAD-related acute hepatic porphyria,612740,MONDO:0013000,biallelic_autosomal,potential secondary finding,limited,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001508; HP:0003163; HP:0001252; HP:0003470; HP:0011848; HP:0001878; HP:0002203; HP:0002013; HP:0000007; HP:0003401,2063868,DD,,2022-08-03 13:40:12+00:00
G2P00550,LEMD3,607844,28887,MAN1,LEMD3-related Buschke-Ollendorff syndrome,166700,MONDO:0008157,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0010739; HP:0001609; HP:0003676; HP:0011001; HP:0001371; HP:0000006; HP:0001387; HP:0003764,9295073; 17223882; 12749062; 19438932; 15489854,DD; Skin; Skeletal,,2023-05-24 09:07:28+00:00
G2P00551,FLVCR1,609144,24682,AXPC1; FLVCR; MFSD7B; PCA; SLC49A1,"FLVCR1-related ataxia, posterior column, with retinitis pigmentosa",609033,,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0003677; HP:0000618; HP:0002571; HP:0000007; HP:0000556; HP:0003448; HP:0010871; HP:0000550; HP:0002136; HP:0000510; HP:0000010; HP:0001249; HP:0002650; HP:0002166; HP:0009473; HP:0011463; HP:0001284; HP:0000020; HP:0003202; HP:0000575; HP:0002403; HP:0002460; HP:0000648; HP:0007737,21267618; 9409377; 21070897; 30656474,DD; Eye,,2019-10-23 16:12:50+00:00
